KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
bkiVentilator,"Device used for pressurizing your structure. Needs an oxygen tank to operate.\nIMPORTANT: If you deactivate a ventilator manually, oxygen will be lost.",Gerät zur Anreicherung einer Struktur mit Sauerstoff. Benötigt Sauerstofftank. WICHTIG: Manuelles Ausschalten führt zu Sauerstoffverlust.,"Équipement utilisé pour alimenter votre structure en O². A besoin d'un réservoir O² pour fonctionner. IMPORTANT : Si vous désactivez manuellement ce système, l'oxygène sera perdu.","Dispositivo utilizzato per l'ossigenazione delle strutture. Ha bisogno di un serbatoio di ossigeno per funzionare. Avviso: se si disattiva manualmente un ventilatore, l'ossigeno presente nella struttura viene disperso.","Dispositivo usado para presurizar tu estructura. Necesita un tanque de oxígeno para funcionar.\nIMPORTANTE: Si desactivas un ventilador manualmente, se perderá oxígeno.","Dispositivo utilizado para oxigenar a sua estrutura. Requer depósito de oxigénio para funcionar. IMPORTANTE: Se desativar um ventilador manualmente, o oxigénio perde-se.","Dispositivo usado para oxigenar sua estrutura. Precisa de tanque de oxigênio para operar. IMPORTANTE: se você desativar um ventilador manualmente, o oxigênio será perdido.",Urządzenie do natleniania pomieszczeń. Wymaga zbiornika z tlenem. WANE: Jeżeli wyłączysz wentylator cały tlen z pomieszczenia zostanie utracony.,Устройство используется для снабжения кислородом помещений. Внимание! Если вы выключите его вручную - кислород будет потерян.,"構造体を酸素で満たすために使用されるデバイス.  酸素タンクが必要です.  重要:手動で無効にすると, ただちに酸素が失われます. ",给你的建筑或母舰充氧的设备，需要氧气罐内有充足的氧气供给。注意：如果你手动停用通风机，氧气会被排光。,用來為建築提供氧氣的設備。需要氧氣箱才能操作。重要：如果你手動關閉某個通風器，將陷入缺氧狀態,구조물에 대한 산소를 공급하는 데 사용되는 장치입니다. 작동하려면 산소 탱크가 필요합니다. 중요: 인공호흡기를 수동으로 비활성화하면 산소가 손실됩니다.,,"Συσκευή που χρησιμοποιείται για την οξυγόνωση του κτιρίου σου. Χρειάζεται να λειτουργεί η δεξαμενή οξυγόνου. ΣΗΜΑΝΤΙΚΟ: Εάν απενεργοποιήσεις χειροκίνητα έναν εξαεριστήρα, το οξυγόνο θα χαθεί.","Apparaat voor het toeveogen van zuurstof. Heeft een zuurstoftank nodig om te kunnen werken. BELANGRIJK: als u het apparaat handmatig uitschakelt, gaat er zuurstof verloren.","Thiết bị dùng để cung cấp oxy cho cấu trúc của bạn. Yêu cầu bồn chứa oxy để hoạt động. QUAN TRỌNG: Nếu bạn tắt máy thông gió bằng tay, oxy sẽ bị mất"
bkiWaterGenerator,[c][ffffff]Generates: [-][/c][c][7dbeff]Water Container[-][/c]\n[c][ffffff]Requires: Fuel[-][/c]\n- -\n[c][ffffff][u]Logistics[/u]: Connected Toolbar ([-][/c][c][7dff7d]T[-][/c][c][ffffff]) allows to exceed suit inventory limit![-][/c]\n- -\n[c][b3b3b3][sup]Equip onto toolbar[/sup][-][/c]\n[sup][c][b3b3b3]Place: [-][/c][c][7dff7d]LMB[-][/c][/sup][c][ffffff][-][/c],Erzeugt gereinigtes Wasser aus natürlichen Wasserquellen. Muss im Wasser platziert werden,Extrait de l'eau potable à partir d'une source naturelle d'eau. Doit être en contact avec l'eau ou la neige.,[c][ffffff]Genera: [-][/c][c][7dbeff]Tanica di Acqua[-][/c]\n[c][ffffff]Richiede: Carburante[-][/c]\n- -\n[c][ffffff][u]Logistica[/u]: la Barra degli Strumenti Connessa ([-][/c][c][7dff7d]T[-][/c][c][ffffff]) permette di eccedere il limite di inventario della tuta![-][/c]\n- -\n[c][b3b3b3][sup]Equipaggia nella Barra degli Strumenti[/sup][-][/c]\n[sup][c][b3b3b3]Posizionamento: [-][/c][c][7dff7d]Mouse Sx[-][/c][/sup][c][ffffff][-][/c],"[c][ffffff]Genera: [-][/c][c][7dbeff]Contenedor de Agua[-][/c]\n[c][ffffff]Requiere: Combustible[-][/c]\n- -\n[c][ffffff][u]Logística[/u]: Barra de herramientas conectada ([-][/c][c][7dff7d]T[-][/c][c][ffffff]) permite superar el límite de inventario del traje![-][/c]\n- -\n[c][b3b3b3][sup]Equipar en la barra de herramientas[/sup][-][/c]\n[sup][c][b3b3b3]Colocar: [-][/c][c][7dff7d]LMB[-][/c][/sup][c][ffffff][-][/c]",Cria água purificada a partir de fontes de água natural. Tem de ser implantado em água,Cria água purificada de fontes de água natural. Deve ser instalado na água.,Oczyszcza wodę. Musi być umieszczona w zbiorniku wodnym,Создает чистую воду из естественных источников воды. Должен быть размещен в воде.,"c][ffffff]生成: [-][/c][c][7dbeff]ウォーターコンテナ[-][/c]\n[c][ffffff]要: 燃料[-][/c]\n- -\n[c][ffffff][u]ロジスティクス[/u]: 接続ツールバー ([-][/c][c][7dff7d]T[-][/c][c][ffffff]) は, スーツの容量制限を超えることができます!  [-][/c]\n-\n[c][b3b3b3][sup]ツールバーに装備[/sup][-][/c]\n[sup][c][b3b3b3]配置: [-][/c][c][7dff7d]LMB[-][/c][/sup][c][ffffff][-][/c]",用自然水源制造纯净水的设备，必须放置于水中。,[c][ffffff]生產: [-][/c][c][7dbeff]水罐[-][/c]\n[c][ffffff]需要: 蘭廖[-][/c]\n- -\n[c][ffffff][u]物流[/u]: 連接的快捷列 ([-][/c][c][7dff7d]T[-][/c][c][ffffff]) 可允許超過背包空間上限![-][/c]\n- -\n[c][b3b3b3][sup]在快捷欄裝備[/sup][-][/c]\n[sup][c][b3b3b3]放置: [-][/c][c][7dff7d]LMB[-][/c][/sup][c][ffffff][-][/c],천연 수원에서 순수한 물을 생성합니다. 반드시 물에서 설치해야 합니다.,,Δημιουργεί καθαρό νερό από φυσικές πηγές νερού. Πρέπει να τοποθετηθεί σε νερό.,Creëert gezuiverd water uit natuurlijke waterbronnen. Moet in het water worden geplaatst.,Tạo ra nước tinh khiết từ nguồn nước tự nhiên. Phải được triển khai trong nước
rdlFlatteningTxt,Used for flattening terrain to the level of the user's feet.\nUsing this mode does not mine ores,Zum Einebnen von Terrain. Dieser Modus baut keine Rohstoffe ab.,Utilisé pour aplanir le terrain. Ne permet pas de miner les ressources,Modalità utilizzata per l'appiattimento del terreno. Utilizzandola non estrarrai minerali.,"Usado para nivelar el terreno al nivel de los pies del usuario.\nUsar este modo no extrae minerales",Utilizado para nivelamento do terreno. Usar este modo não extrai minérios,Usado para achatar terrenos. Usar este modo não minera minérios,Używany do wyrównywania terenu. Ten trybu nie wydobędzie kruszca,Используется для выравнивания грунта. В этом режиме не добываются ресурсы,地形の平坦化に使用されます.  このモードを使用しても鉱石は採掘できません,用以推平地面，此模式不能采矿。,用於整平地形。使用此模式不會採礦,지형을 평탄화하는 데 사용됩니다. 이 모드를 사용하면 광석 채굴이 안 됩니다.,,Χρησιμεύει για να λειαίνεις έδαφος. Χρησιμοποιώντας αυτή τη λειτουργία δεν μαζεύεις πετρώματα.,Gebuik om terrein af te vlakken. Deze modus verzamelt geen grondstoffen.,Dùng để san phẳng địa hình. Sử dụng chế độ này không khai thác quặng
AlienPalmTreeStage1,Firepalm Orange (Sprout),Weltraumorange-Keim,Pousse d'Orange de l'espace,Arancia Spaziale - Germoglio,"Palma de Fuego Naranja (Brote)",Space Orange - Rebento,Laranja do Espaço - Muda,Kosmiczna pomarańcza - pęd,Космические апельсины - росток,スペースオレンジ:苗,太空桔 - 嫩芽,太空橘子 - 發芽,우주 오렌지 - 새싹,,Διαστημικό Πορτοκάλι - Βλαστάρι,Ruimte sinaasappel - Stekje,Cam Vũ Trụ - Mầm
AlienPalmTreeStage2,Firepalm Orange (Growing),Weltraumorange - Im Wachstum,Orange de l'espace - en croissance,Arancia Spaziale - In Crescita,"Palma de Fuego Naranja (Creciendo)",Space Orange - Em crescimento,Laranja do Espaço - Crescendo,Kosmiczna pomarańcza - rozwój,Космические апельсины - рост,スペースオレンジ:成長,太空桔 - 幼体,太空橘子 - 生長,우주 오렌지 - 성장,,Διαστημικό Πορτοκάλι - Μεγαλώνει,Ruimte sinaasappel - Groeiend,Cam Vũ Trụ - Đang phát triển
AlienPalmTreeStage3,Firepalm Orange (Harvestable),Weltraumorange - Erntereif,Orange de l'espace - récoltable,Arancia Spaziale - Raccoglibile,"Palma de Fuego Naranja (Cosechable)",Space Orange - Para colher,Laranja do Espaço - Coletável,Kosmiczna pomarańcza - dojrzała,Космические апельсины - созревшие,スペースオレンジ:成熟,太空桔 - 可收获,太空橘子 - 可收穫,우주 오렌지 - 수확 가능,,Διαστημικό Πορτοκάλι - Έτοιμο για Συγκομιδή,Ruimte sinaasappel - Oogstbaar,Cam Vũ Trụ - Có thể thu hoạch
AlienPalmTreeStage3NoFruit,Firepalm Orange (Regrowing),Weltraumorange - Unreif,Orange de l'espace - Pré récolte,Arancia Spaziale - Pre-Raccolta,"Palma de Fuego Naranja (Volviendo a crecer)",Space Orange - Pré-colheita,Laranja do Espaço - Pré-colheita,Kosmiczna pomarańcza - owocowanie,Космические апельсины - созревание,スペースオレンジ:成長,太空桔 - 生长中,太空橘子 - 準備收穫,우주 오렌지 - 수확 전,,Διαστημικό Πορτοκάλι - Πριν από την Συγκομιδή,Ruimte sinaasappel - Bijna oogstbaar,Cam Vũ Trụ - Trước khi thu hoạch
AlienPlantTube1Stage3,Ahax Plant (Harvestable),Ahax Pflanze - Erntereif,Plante Ahax - récoltable,Pianta Ahax - Raccoglibile,"Planta Ahax (Cosechable)",Ahax Plant - Para colher,Planta Ahax - Coletável,Ahax - dojrzała,Растение Ахэкс - созревшее,アハックス:成熟,火龙果树 - 可收获,亞克斯植物 - 可收穫,아하스 식물 - 수확 가능,,Φυτό Ahax - Έτοιμο για Συγκομιδή,Ahaxplant - Oogstbaar,Cây Ahax - Có thể thu hoạch
AlienPlantTube2NoFruitStage,Ahax Plant (Regrowing),Ahax Pflanze - Unreif,Plante Ahax - Pré récolte,Pianta Ahax - Pre-Raccolta,"Planta Ahax (Volviendo a crecer)",Ahax Plant - Pré-colheita,Planta Ahax - Pré-colheita,Ahax - owocowanie,Растение Ахэкс - созревание,アハックス:成長,火龙果树 - 生长中,亞克斯植物 - 準備收穫,아하스 식물 - 수확 전,,Φυτό Ahax - Πριν από την Συγκομιδή,Ahaxplant - Bijna oogstbaar,Cây Ahax - Trước khi thu hoạch
AlienPlantTube2Stage1,Ahax Plant (Sprout),Ahax Pflanzen – Keim,Pousse d'Ahax,Pianta Ahax - Germoglio,"Planta Ahax (Brote)",Ahax Plant - Rebento,Planta Ahax - Muda,Ahax - pęd,Растение Ахэкс - росток,アハックスの苗,火龙果树 - 嫩芽,亞克斯植物 - 發芽,아하스 식물 - 새싹,,Φυτό Ahax - Βλαστάρι,Ahaxplant - Stekje,Cây Ahax - Mầm
AlienPlantTube2Stage2,Ahax Plant (Growing),Ahax Pflanze - Im Wachstum,Ahax - en croissance,Pianta Ahax - In crescita,"Planta Ahax (Creciendo)",Ahax Plant - Em crescimento,Ahax Plant - Crescendo,Ahax - rozwój,Растение Ахэкс - рост,アハックス:成長,火龙果树 - 幼体,亞克斯植物 - 生長,아하스 식물 - 성장,,Φυτό Ahax - Μεγαλώνει,Ahaxplant - Groeiend,Cây Ahax - Đang phát triển
AlienplantWormStage1,Ambersap Tendril (Sprout),Alien Honig Pflanzenkeim,Pousse de plante à miel Alien,Pianta di Miele Alieno - Germoglio,"Zarcillo de Ambersap (Brote)",Planta Mel Alien - Rebento,Planta de Mel Alien - Muda,Egzotyczna roślina miodowa - pęd,Инопланетный мед - росток,エイリアンハニーの苗,外星蜂蜜树 - 嫩芽,外星蜂蜜植物 - 發芽,외계 벌꿀 식물 - 새싹,,Εξωγήινο Φυτό Μελιού - Βλαστάρι,Buitenaardse honingplant - Stekje,Cây Mật Ngoài Hành Tinh - Mầm
AlienplantWormStage2,Ambersap Tendril (Growing),Alien Honig Baum - Im Wachstum,Plante à miel Alien - en croissance,Pianta di Miele Alieno - In Crescita,"Zarcillo de Ambersap (Creciendo)",Planta Mel Alien - Em crescimento,Planta de Mel Alien - Crescendo,Egzotyczna roślina miodowa - rozwój,Инопланетный мед - рост,エイリアンハニー:成長,外星蜂蜜树 - 幼体,外星蜂蜜植物 - 生長,외계 벌꿀 식물 - 성장,,Εξωγήινο Φυτό Μελιού - Μεγαλώνει,Buitenaardse honingplant - Groeiend,Cây Mật Ngoài Hành Tinh - Đang phát triển
